地段位置或門牌,總價(萬元),總面積(坪),型態,屋齡,樓別/樓高,車位數,房間數,廳數,衛浴數,管理組織,電梯,公園,火車站,美術館,音樂廳,國民運動中心,捷運,博物館,醫院,圖書館,賣場,國小,國中,轉運站,工業區,污水處理廠,垃圾場,發電廠,墓地,殯儀館,機場,高速/快速公路,高鐵,
高雄市三民區大豐二路５６４巷８號四樓,425,35.8,公寓(5樓含以下無電梯),35,1,0,3,2,2,0,0,1.334306905,1.689382011,2.077432384,2.605145,2.376520466,2.4218,1.505374,1.621,0.933146856,0.387079,0.336494652,1.0837,2.495,4.02281195,6.64238721,6.700339553,6.3844,3.163567085,1.083718754,8.617005328,2.150371,4.851507,
高雄市前鎮區后平路１１３巷１２號二樓,350,29.38,公寓(5樓含以下無電梯),33,1,0,3,2,2,0,0,2.503391754,7.290757047,7.572404269,6.124823,6.581812784,1.1669,6.947439,3.0981,1.26962337,0.874838,1.449688795,1.2718,6.3764,4.925282932,3.825307316,7.610447483,3.8383,5.787613343,9.91094421,2.828811924,0.776597,12.96135,
高雄市前鎮區瑞和街８９號四樓,300,25.18,公寓(5樓含以下無電梯),37,1,0,3,2,2,0,0,1.82492851,3.376914203,4.339075444,2.583981,2.628584103,1.8739,3.666026,1.165,0.588193334,0.354927,0.737591756,0.5195,2.4436,0.990719272,2.853817192,5.426380498,2.9027,4.658186885,5.995529699,4.058218722,2.168214,9.291444,
高雄市鼓山區鼓山三路２０４巷２號五樓,350,29.35,公寓(5樓含以下無電梯),38,1,0,3,2,2,0,0,1.928016841,0.621262988,0.919689648,3.416572,6.921544375,2.237,1.636669,0.2878,0.928725058,0.321711,2.130144521,1.2428,6.5951,7.072019811,6.713098774,12.07824597,7.4684,5.90095688,5.282390524,12.29292784,2.762065,3.767023,
高雄市楠梓區德民路５２０巷２號三樓之１,415,34.62,公寓(5樓含以下無電梯),34,1,0,3,2,2,1,0,0.604267117,2.688593383,7.484350867,9.918752,11.17388323,1.1251,3.486375,0.8833,0.510523169,0.446777,0.595126766,0.6443,3.3285,4.328543588,3.495155995,10.15361291,13.597,1.635359217,3.849862649,17.3851406,3.524638,4.138399,
高雄市楠梓區興楠路１５１巷２７弄１１號六樓,457.2,38.1,華廈(10層含以下有電梯),26,2,1,3,1,2,1,1,2.061711383,1.341993897,9.657659993,11.32986,11.21613325,1.6526,3.723852,1.1214,0.788714788,0.206549,0.537708097,1.1986,0.911,0.572063146,5.798161421,6.98219063,14.763,1.994440036,3.035197284,17.37565659,1.1273,5.503479,
高雄市鳳山區大明路３３巷１４之４號,270,22.5,公寓(5樓含以下無電梯),45,1,0,3,2,1,0,0,1.391133137,2.989423414,4.785940647,2.346019,2.393989509,2.0403,4.004477,1.2383,1.009739497,0.374518,0.169512497,1.015,2.5599,1.100358858,1.985210992,4.231367091,4.0929,3.597533648,5.956517524,3.746205646,2.554646,9.534384,
高雄市小港區青山街１２３巷５０號十一樓,630,47.68,住宅大樓(11層含以上有電梯),22,3,1,3,2,2,1,1,0.794374735,6.840698795,9.347550799,6.760468,5.888935241,0.9546,8.584884,0.4333,1.463156413,0.126604,0.241078109,0.6582,7.1467,4.085715576,2.726090812,5.011891029,4.6797,2.833940748,10.43732808,1.306196986,2.228548,14.1096,
高雄市岡山區大仁南路１６０之２號十四樓,520,39.33,住宅大樓(11層含以上有電梯),25,3,0,3,2,2,1,1,4.350824334,0.577947241,14.53337975,16.99569,17.90752712,0.8257,3.452347,2.1963,0.587222714,0.659746,0.548825022,0.425,7.604,5.915214899,2.088939736,7.321294786,13.073,2.020323324,3.267029372,24.16051703,2.148564,11.09007,
高雄市小港區華文街１９號八樓,378,28.56,華廈(10層含以下有電梯),21,2,0,2,1,1,1,1,0.73182867,7.644674253,10.42496338,7.727634,6.705195449,1.6487,9.647442,0.7253,0.373528356,1.062522,1.275459557,1.4011,8.1921,3.309754079,3.706457346,5.360473939,4.8225,3.27143862,11.39300542,2.433693961,3.120117,15.12057,
高雄市小港區樂利路５４之５號,305,23.02,公寓(5樓含以下無電梯),39,1,0,3,2,2,0,0,1.137467099,7.011810226,9.348088854,6.849988,6.059101987,0.5925,8.600377,0.5753,1.105760375,0.159578,0.132182122,0.316,7.1802,3.985290127,2.842318138,5.322821051,4.3392,3.146353529,10.52465838,1.103611962,2.40881,14.15771,
高雄市鳳山區文清街１２５巷３號五樓之２,300,22.59,公寓(5樓含以下無電梯),40,1,0,3,2,2,0,0,0.947053283,1.497851273,3.832230678,2.07435,2.392327135,2.0561,3.124673,0.6899,1.071449906,0.175454,0.343618072,1.27,2.8383,3.838897797,5.610668308,4.855533891,7.0626,1.187736611,2.743475755,7.789448835,2.193838,6.588546,
高雄市楠梓區清平街５１巷２之１號七樓,600,45.07,華廈(10層含以下有電梯),28,2,0,4,2,2,1,1,2.264740215,1.822561131,10.37049589,12.05799,11.95353582,2.0115,3.296326,1.7904,1.067040177,0.562479,0.319279306,1.2668,1.6041,1.193726778,5.40016246,6.278654779,15.516,1.289735379,3.36531786,18.0989003,1.872585,6.222309,
高雄市小港區廈莊六街１４６號四樓,538,40.39,華廈(10層含以下有電梯),22,1,1,3,2,2,1,1,1.787568077,5.263824014,7.976568633,5.241785,4.312141744,2.2812,7.185683,1.8658,1.483489659,0.702063,1.689640014,0.9139,5.7204,4.285476967,1.223080623,3.717366972,5.9629,1.639976754,8.911712336,1.589666526,0.652992,12.63313,
高雄市鳳山區鳳東路５５６號九樓,480,36.02,住宅大樓(11層含以上有電梯),27,1,0,3,2,2,1,1,1.288550286,2.118217061,6.516329714,3.382407,1.702523454,0.561,5.707086,1.6702,1.170370506,0.561572,0.833791683,0.6158,4.4679,4.125031549,3.52302159,1.388655283,7.6352,2.983506379,6.181259597,5.67209051,3.632273,10.04919,
高雄市鳥松區圓山北路７號三樓,580,43.49,住宅大樓(11層含以上有電梯),22,1,2,4,2,2,1,1,0.950823822,2.598758561,3.181636174,3.236754,3.20043883,3.4373,2.646106,1.6692,1.582359004,0.743002,0.411758892,1.6325,3.4393,4.866260576,7.187001216,6.683628312,7.4854,2.590935334,1.051414028,9.276385366,2.372037,4.775297,
高雄市前鎮區天倫街１６４號七樓,505,37.86,華廈(10層含以下有電梯),28,2,0,4,2,2,1,1,2.545919975,6.989214662,7.338967711,5.825831,6.284644922,0.9484,6.691509,2.9554,0.968470232,0.577785,1.148139669,0.9713,6.0762,4.630274888,3.729371106,7.4283864,3.5943,5.653546248,9.609789653,2.794397388,0.538208,12.66379,
高雄市鳳山區永安街１號七樓,310,23.22,公寓(5樓含以下無電梯),40,1,0,3,2,2,0,0,2.54212846,4.169789065,5.396973811,3.524386,3.529451092,1.6582,4.711257,0.1933,0.509646634,0.257252,0.852901486,0.5247,3.4235,1.867534596,2.110875906,5.18298791,3.2943,4.024009453,6.963664885,3.004383554,1.259606,10.3359,
高雄市鳳山區自立街２１５巷１之４號,250,18.72,公寓(5樓含以下無電梯),37,1,0,2,1,1,0,0,1.36078896,0.865685827,3.912132531,0.80013,0.961579244,0.3354,3.097837,0.4492,0.762170071,0.195168,0.490564197,0.3941,1.9216,2.226689788,3.825422678,3.883457313,5.7359,2.414975324,4.009007573,5.971818646,1.421162,7.848286,
高雄市三民區正氣街１１２號四樓,410,30.69,公寓(5樓含以下無電梯),36,1,0,3,2,3,0,0,1.731020478,1.246473737,1.705619489,2.371711,2.056825478,2.0084,1.081696,1.6197,0.688346269,0.372878,0.227304903,0.915,2.1135,3.666924379,6.387067899,6.66620912,5.9366,3.382700405,1.440176214,8.30983864,1.845652,5.041408,
高雄市三民區漢口街２１５號五樓之４,150,11.21,華廈(10層含以下有電梯),26,1,0,1,1,1,0,1,0.931190819,0.861734933,1.564417887,1.776066,4.389014958,0.6465,0.969201,1.092,0.884300384,0.598497,0.731006585,1.0951,4.0024,5.163093722,6.800447946,9.60841162,5.0321,6.620736731,3.905828741,9.585475808,3.996789,4.752953,
高雄市鼓山區中華一路２１１３號八樓,635,47.38,住宅大樓(11層含以上有電梯),31,2,0,2,1,1,1,1,0.826013196,1.022973083,0.765286716,2.013394,5.129424687,1.2433,1.757966,0.3108,0.331396213,0.91576,1.234613886,0.6795,4.7642,5.961846531,7.36026991,10.33795923,5.7158,6.318863088,4.202070455,10.38513397,3.485439,4.331101,
高雄市三民區九如一路１７０巷３０弄６之３號,290,21.62,公寓(5樓含以下無電梯),42,1,0,3,2,2,0,0,1.872551462,0.555880519,2.582359584,1.121168,1.085060688,1.4105,1.860739,1.292,0.601299254,0.254379,0.344894986,0.514,1.4395,2.730124224,5.152164345,5.354472565,5.6698,2.600173114,2.561936826,7.172104079,0.849123,6.345637,
高雄市鳳山區北文街６０巷９號九樓,270,20.1,公寓(5樓含以下無電梯),41,1,0,3,2,1,0,0,1.564196347,1.692363758,5.538051491,3.180611,2.445123553,1.9619,4.823857,1.6132,2.047061716,0.224741,0.943156892,1.8933,4.2066,4.75579744,5.580768238,3.769502009,8.2575,0.633382973,4.306414098,7.817616999,3.570015,8.008378,
高雄市岡山區新樂街１之５號十九樓,530,39.45,住宅大樓(11層含以上有電梯),26,3,1,3,2,2,1,1,4.333286035,1.069806443,15.89072532,18.37461,19.47576731,2.2474,2.688393,1.6278,0.393924075,0.264799,1.161766078,1.3701,9.2296,4.653882619,3.531375103,8.287628665,11.611,0.866412511,4.68327801,25.72880202,3.430166,12.59709,
高雄市鼓山區雄峰路１號五樓之４,336,25,住宅大樓(11層含以上有電梯),39,1,0,3,2,1,1,1,1.66459207,0.329171414,1.218377472,3.694094,6.745680983,1.8021,1.126817,0.7531,0.508507682,0.360067,1.587791387,0.9811,6.4506,6.526097277,6.56394017,11.84869444,7.6432,5.35991288,4.876011556,12.29596016,2.223317,3.226213,
高雄市三民區民信路６１號二樓,200,14.88,公寓(5樓含以下無電梯),39,1,0,2,1,1,0,0,1.608880635,0.594474762,2.852230183,1.23705,1.340255123,1.5506,2.134133,1.4102,0.424914444,0.332676,0.554762348,0.4581,1.7363,2.938669591,5.206464744,5.197485362,5.9714,2.277846021,2.54795925,7.273409725,1.115805,6.38786,
高雄市楠梓區德祥路１３１號十一樓,615,45.69,住宅大樓(11層含以上有電梯),25,3,0,4,2,2,1,1,0.931708253,1.442239018,8.15165436,10.49384,11.1490025,0.8116,3.351586,1.6765,0.82528712,0.846441,0.602314617,0.7643,2.1248,3.098485912,4.724983473,9.01854615,13.964,2.231661255,3.740518093,17.40040233,2.381386,4.332333,
高雄市鳳山區新強路２巷１之３號,300,22.28,公寓(5樓含以下無電梯),40,1,0,3,1,2,1,0,1.052589332,2.566910985,4.619954711,1.936701,1.894696474,1.6341,3.81026,1.7439,1.494288828,0.17643,0.583038406,0.6067,2.3344,1.114610014,2.172403797,3.933949623,4.4582,3.565094069,5.596647562,4.116910675,2.390935,9.248887,
高雄市鳳山區大明路１５巷４弄４之２號,300,22.28,公寓(5樓含以下無電梯),40,1,0,3,2,2,0,0,1.425713743,3.019347253,4.828856197,2.376826,2.39656793,2.0725,4.046797,1.2251,1.017525821,0.339723,0.208279216,1.043,2.601,1.143896637,1.941722107,4.204049237,4.1176,3.556633026,5.992384364,3.709382695,2.540605,9.574401,
高雄市楠梓區旗楠路８８５之２號五樓,600,44.52,住宅大樓(11層含以上有電梯),27,1,1,3,2,2,1,1,2.411597108,2.161390607,10.81103909,12.57926,12.4738406,2.1073,2.955804,2.2328,1.421961825,0.903724,0.758377447,1.4331,2.0649,1.712136693,5.055330682,5.870949903,16.017,0.784229617,3.762690701,18.62013801,2.365776,6.673551,
高雄市左營區文自路２６８號八樓之１,450,33.38,住宅大樓(11層含以上有電梯),26,2,0,3,2,2,1,1,1.606175339,1.425278574,2.949852242,4.938751,5.712118541,0.3756,1.787199,1.2055,0.450862273,0.324456,0.627058093,0.61,5.5849,4.314537987,7.184387141,10.38366461,8.106,3.371387449,2.889311077,11.82512953,0.764311,1.530611,
高雄市新興區洛陽街３號７樓之２,460,34.05,華廈(10層含以下有電梯),42,2,0,3,2,2,1,1,0.85311257,0.940887738,1.34418663,1.090465,2.790172688,0.2661,1.027282,0.1843,0.215570532,0.0717,0.218923494,1.0268,2.3194,3.253928903,5.640808494,7.93532572,3.5442,5.842753952,3.903757159,7.647253651,2.82575,6.137188,
高雄市小港區高鳳路４５９巷１弄５號十四樓,333,24.64,住宅大樓(11層含以上有電梯),27,3,0,3,2,1,1,1,1.720518337,5.207307702,8.329735886,5.427054,4.276534443,2.7491,7.516914,2.0752,1.81256511,1.189482,1.449922032,0.4272,6.0383,4.704584992,1.654336705,3.149939397,6.499,0.976131299,9.047922761,2.301923691,0.993127,12.83897,
高雄市苓雅區福建街９巷１１號７樓之８,125,9.24,住宅大樓(11層含以上有電梯),26,2,0,1,1,1,1,1,1.054743979,2.316201354,2.791879162,0.977474,2.391722979,1.2178,2.360868,0.7042,0.625998546,0.538745,0.288081752,0.912,1.9193,1.863988334,4.633835387,6.859351502,2.3528,5.789456125,4.984987182,5.890947193,2.567723,7.789501,
高雄市三民區鼎力路４４９號四樓,360,26.55,公寓(5樓含以下無電梯),37,1,0,3,2,2,0,0,0.271231592,2.815415532,3.244210296,4.934067,4.669976068,2.1754,3.153637,0.9013,1.400979028,0.12736,0.591670107,1.6724,4.7031,3.641877909,8.746356703,8.81112908,8.0816,3.323836224,1.278884997,10.92332395,0.572495,2.628043,
高雄市苓雅區新光路６２巷１５號８樓之３,565,41.63,住宅大樓(11層含以上有電梯),25,2,0,3,2,2,1,1,1.018911749,3.097543941,2.865576645,1.50047,4.089814301,0.4892,2.061505,0.5204,0.195837415,0.219059,1.187096493,0.8997,3.6046,3.389814315,3.186693068,8.361336262,1.1522,7.485762871,6.289392593,6.413646376,4.007634,8.501329,
高雄市楠梓區常德路２４０巷２３弄４２號,420,30.83,住宅大樓(11層含以上有電梯),29,1,0,3,2,2,1,1,2.248966536,1.780196823,10.30988565,11.98858,11.88401771,1.9806,3.341857,1.732,1.031355905,0.493162,0.278560613,1.2547,1.5431,1.125583746,5.4448057,6.336946301,15.448,1.357061299,3.318275912,18.02962052,1.806399,6.160661,
高雄市苓雅區忠孝二路５６巷１９號五樓,485,35.59,公寓(5樓含以下無電梯),36,1,0,3,2,2,0,0,1.092120844,2.252457231,2.720043866,1.182625,2.960801341,0.7499,2.163374,0.9853,0.869876548,0.332027,0.639866275,0.3272,2.4613,2.588977446,4.339255346,7.582406681,2.1308,6.338396266,5.13513054,6.432804526,3.106554,7.610164,
高雄市前鎮區和平二路２５４號六樓之３,700,51.29,華廈(10層含以下有電梯),45,2,0,4,2,2,1,1,1.551411779,2.568308921,3.295021257,1.485338,2.152674846,1.7449,2.703126,0.8978,1.143836365,0.379428,0.325002975,0.1905,1.7835,1.139983336,3.92740639,6.139821127,2.5712,5.471544343,5.208361462,5.172553977,2.371622,8.291557,
高雄市小港區中安路２６０巷１弄２７之３號六樓,285,20.86,華廈(10層含以下有電梯),27,2,0,2,2,1,1,1,1.592595063,5.592359753,7.337555807,5.088675,4.674888667,1.4223,6.619042,1.6486,1.785464946,1.110229,1.206025565,1.5961,5.2485,3.684660377,1.59341611,4.982553861,4.8021,3.137999186,8.708923265,1.036392313,1.532015,12.22362,
高雄市左營區自由三路３９４巷５２號三樓,700,51.06,華廈(10層含以下有電梯),23,1,1,4,1,1,1,1,1.176561849,1.648093724,3.389848292,5.251503,5.51059277,0.7789,2.300659,0.9504,0.783045324,0.660421,0.237799808,0.7256,5.4278,3.924057062,7.497365287,10.03554114,8.2091,3.101178303,2.485123059,11.69327908,0.53341,1.55561,
高雄市苓雅區新光路６２巷１５號３２樓之３,710,51.77,住宅大樓(11層含以上有電梯),25,3,2,3,2,2,1,1,1.018911749,3.097543941,2.865576645,1.50047,4.089814301,0.4892,2.061505,0.5204,0.195837415,0.219059,1.187096493,0.8997,3.6046,3.389814315,3.186693068,8.361336262,1.1522,7.485762871,6.289392593,6.413646376,4.007634,8.501329,
高雄市鳳山區國泰路二段５０巷４弄１５之４號,306,22.28,公寓(5樓含以下無電梯),40,1,0,4,0,3,0,0,1.207356912,1.547940177,4.616485414,1.475225,0.758411655,0.7702,3.780079,0.8004,1.072952725,0.661209,1.018686728,0.275,2.3749,1.887581875,2.764769195,3.286391745,5.4515,3.223468574,5.04005045,4.934065215,2.115388,8.845669,
高雄市前鎮區修文街１６５之３號,260,18.92,公寓(5樓含以下無電梯),40,1,0,2,1,1,0,0,0.645366685,2.911903322,3.385739981,1.700926,3.219039536,0.4924,2.588018,0.4728,0.905958845,0.36597,0.311486402,0.6757,2.7531,2.455904107,3.811286507,7.441654795,1.5401,6.614662442,5.727660338,5.853504743,3.400268,8.305791,
高雄市前金區允文街７５號四樓之２,465,33.82,住宅大樓(11層含以上有電梯),25,1,1,1,1,2,1,1,0.725982055,2.295460693,2.049401291,0.82738,4.215708881,0.8027,1.159928,0.379,0.182216329,0.112436,1.775046204,1.0065,3.709,3.862800655,3.759469766,8.867260295,2.0067,7.549742872,5.90819298,7.273339469,4.340007,7.789272,
高雄市左營區文恩路１０６巷１３之１號,700,50.84,公寓(5樓含以下無電梯),44,1,0,3,2,2,0,0,0.422229271,1.319936481,4.596120554,6.515631,6.459690759,1.033,2.97973,0.9269,1.493970334,0.222334,0.476191868,0.6602,4.4933,2.666129363,7.090325795,10.57803766,9.495,1.77173245,3.101228148,12.70674797,0.892443,1.052894,
高雄市鳳山區八德路二段１７６號十六樓,750,54.47,住宅大樓(11層含以上有電梯),28,3,1,4,2,2,1,1,0.983674174,1.489181327,4.028970657,2.218178,2.431826647,2.0773,3.322535,0.5764,1.270188286,0.375287,0.498523519,1.469,3.0187,3.976717575,5.652088589,4.769301948,7.2359,0.989902458,2.869006337,7.844875983,2.371657,6.692153,
高雄市前鎮區公正路１８２號九樓之４,723,52.42,住宅大樓(11層含以上有電梯),31,2,0,4,2,2,1,1,1.790300412,3.365797521,4.419133229,2.679734,2.640252636,1.9481,3.733226,1.07,0.487579742,0.403588,0.608831183,0.5395,2.4791,0.982034236,2.727353701,5.307154607,3.0164,4.529016576,6.03075246,3.965828246,2.130892,9.358575,
高雄市三民區建國三路３５７號四樓之１,650,47.08,住宅大樓(11層含以上有電梯),33,1,0,7,0,7,0,0,1.302822447,0.302566525,1.779398398,0.875596,4.435458258,0.8655,0.830331,0.6069,1.121935745,0.272329,1.559156378,0.8837,3.9732,4.825515362,5.665664202,9.59026018,4.0161,7.328555406,4.782210645,8.944256775,4.45449,5.911463,
高雄市前鎮區福祥街５６巷９、１１號九樓,1122,81.26,住宅大樓(11層含以上有電梯),27,2,1,4,2,3,1,1,1.940893179,3.952670093,4.782449032,2.977898,3.202094514,1.3941,4.152116,0.9516,0.584056521,0.23255,0.98801058,0.4254,2.9961,1.569065467,2.844421365,5.713820761,2.626,4.731607749,6.54241052,3.721838715,1.652059,9.767092,
高雄市鳳山區勝利路９１號三樓,710,51.42,住宅大樓(11層含以上有電梯),10,2,1,3,2,2,1,1,0.784361695,1.624200316,6.115512661,3.166579,1.713221057,0.4926,5.348823,1.4721,1.085845126,0.440761,0.798129768,0.4062,4.2891,4.306825548,4.335583876,2.267076349,7.8871,2.03775324,5.444157,6.539403338,3.749553,9.273699,
高雄市左營區文慈路２８９巷３０號二樓,500,36.19,華廈(10層含以下有電梯),28,1,1,3,2,2,1,1,0.400310588,1.268672516,4.462472759,6.405188,6.377241733,0.9869,2.870756,0.8613,1.367105393,0.086936,0.558500283,0.5253,4.62,2.79902917,7.093795495,10.54248394,9.3732,1.902032033,3.041362697,12.62056452,0.757292,1.011528,
高雄市前鎮區福祥街５６巷５號八樓,520,37.62,住宅大樓(11層含以上有電梯),27,2,1,3,2,2,1,1,1.918706583,3.974081301,4.795870453,2.988108,3.232053296,1.356,4.169891,0.9691,0.61809842,0.26148,0.957719516,0.4143,3.0222,1.602410539,2.867745133,5.748559794,2.5945,4.757875701,6.56703353,3.722108533,1.635083,9.782905,
高雄市楠梓區興楠路２０３巷５６弄３之４號,355,25.68,公寓(5樓含以下無電梯),41,1,0,3,2,2,0,0,1.973303659,1.184483058,9.436369763,11.15134,11.03059422,1.526,3.801213,0.9088,0.738633768,0.301405,0.57736787,1.1887,0.6944,0.548300143,5.857426003,7.203499102,14.554,2.175171654,3.046632112,17.19978891,0.910139,5.28231,
高雄市鼓山區翠華路４９７巷３號１１樓之１,760,54.96,住宅大樓(11層含以上有電梯),31,3,0,4,2,2,1,1,1.446649134,0.114907835,0.919133669,3.370718,6.496218369,1.7242,1.392162,0.4339,0.835350965,0.181907,1.70687009,0.9558,6.188,6.66778322,6.889321262,11.62624693,7.3137,5.539113711,4.769636153,11.99014247,2.422218,3.411932,
高雄市鹽埕區大仁路２３７之４號７樓之５,530,38.15,住宅大樓(11層含以上有電梯),38,2,0,3,2,2,1,1,2.005019005,1.612789503,0.124364298,0.705968,5.723060567,0.5495,0.682123,1.1408,0.200235356,0.669987,2.237464215,0.6733,5.2241,5.688788302,4.650728882,10.65952343,3.6477,8.850085113,6.486448921,9.161839125,5.792908,7.348886,
高雄市鳳山區中崙二路５８３巷２１之１號二樓,515,36.97,華廈(10層含以下有電梯),26,2,0,3,2,2,1,1,2.875353486,3.765598874,6.455612496,3.649348,2.816853087,3.0946,5.648504,1.9432,0.130517495,0.547933,0.735315307,0.6093,4.1726,2.827452619,0.439697432,3.176878786,5.4189,1.930247916,7.319201724,2.676016685,0.965554,11.0472,
高雄市左營區文府路３３７號十四樓,600,43.06,住宅大樓(11層含以上有電梯),24,3,1,3,2,2,1,1,1.208454276,0.747331522,4.603521042,6.746299,7.139521398,0.5066,2.493836,1.6714,1.504488458,0.316195,1.183645336,0.3719,4.2035,2.867625275,6.298859652,11.35953883,9.9265,1.652118308,3.84768039,13.36754137,1.204422,0.491344,
高雄市三民區慶雲街６７之１號五樓,230,16.48,華廈(10層含以下有電梯),26,1,0,2,1,1,0,1,1.585326873,0.321659059,0.159772722,1.687262,2.549010096,1.2994,0.753113,0.6269,1.067451673,0.869823,0.355717165,0.5553,2.221,3.59568138,6.657518845,7.74947526,4.6828,5.065328074,2.723389254,8.247038004,2.480612,5.156624,
高雄市前金區成功一路５６５巷１號三樓,360,25.76,公寓(5樓含以下無電梯),49,1,0,3,2,2,0,0,1.345071138,0.818172921,1.273494768,0.485315,4.724665436,0.5932,0.64652,0.2202,0.987742519,0.31288,1.792552434,0.4256,4.2429,4.944217289,5.232316644,9.808700632,3.7204,7.732942031,5.296585,8.86493184,4.766515,6.399826,
高雄市大寮區江山路７３之１２號二樓,300,21.44,公寓(5樓含以下無電梯),40,1,0,3,2,2,0,0,4.726887285,1.917824763,9.752402216,7.071911,5.66077016,2.5033,9.035506,1.3167,0.865934585,2.259773,0.501110959,0.8726,8.1855,6.509341429,5.766639148,4.165500711,11.818,1.322465397,8.380277135,9.461273987,5.419822,11.78191,
高雄市三民區大裕路１７１號七樓,620,44.3,華廈(10層含以下有電梯),31,2,0,3,2,2,1,1,0.89820648,2.212025616,2.04046043,3.460529,3.161515667,2.6368,1.741473,0.8797,0.932007744,0.563692,0.38329074,0.803,3.1896,4.755103641,7.487588298,7.585240912,6.7506,3.865330055,0.544174875,9.413567427,2.015932,3.963978,
高雄市前鎮區民權二路２２６號二樓,780,55.55,住宅大樓(11層含以上有電梯),25,1,0,3,2,2,1,1,0.28552709,3.447523805,3.924729875,2.153963,3.393369291,0.4727,3.144549,0.4868,1.113851914,0.199966,0.085651581,0.5322,2.9746,2.322240406,3.550773798,7.19497686,1.2928,6.412190862,6.170660135,5.270225315,2.953267,8.884138,
高雄市苓雅區福德一路７９之４號,360,25.61,公寓(5樓含以下無電梯),42,1,0,3,2,2,0,0,1.703334857,0.859044752,2.163867765,1.032164,0.563003009,0.8099,1.346204,1.1461,1.328179042,0.376972,0.798693083,0.4996,0.7096,2.18520732,4.921368161,5.624106388,4.91,3.331814555,2.914782494,6.811597138,0.385616,6.494158,
高雄市苓雅區和平一路２７５號四樓之６,90,6.4,公寓(5樓含以下無電梯),43,1,0,2,1,1,0,0,0.624059368,0.705592167,1.165750628,0.67306,1.962913956,0.3595,0.807192,0.3112,0.753011506,0.738907,0.178789154,0.4503,1.512,2.660929533,5.74456848,7.148140685,3.8235,5.024561917,3.432871818,7.253535511,1.987206,6.172362,
高雄市苓雅區新光路６２巷３號３３樓,400,28.41,住宅大樓(11層含以上有電梯),25,3,0,3,1,1,1,1,0.982076631,3.141351375,2.907623038,1.539292,4.09602192,0.4959,2.108951,0.5574,0.147485217,0.240787,1.152023742,0.9255,3.6127,3.376415282,3.154423668,8.34274991,1.1058,7.492813038,6.319028537,6.370901141,3.961158,8.544409,
高雄市鳳山區和德街１８號六樓,580,41.14,住宅大樓(11層含以上有電梯),29,2,1,3,2,2,1,1,1.097642754,1.349419912,5.293948035,2.110915,0.468317018,0.6811,4.466285,0.723,0.614044238,0.236181,0.34808419,0.7237,3.1467,2.773415079,2.946312239,2.50002997,6.3218,2.865154523,5.347149935,5.1837975,2.771518,9.214879,
高雄市前金區五福三路６１號１５樓之９,208,14.75,住宅大樓(11層含以上有電梯),42,3,0,2,0,1,1,1,0.4493031,2.020172565,1.980997121,0.931509,4.088243561,0.5461,0.986457,0.6158,0.346220585,0.140162,1.526489773,0.9709,3.5803,3.850853462,4.049374555,8.844254736,2.2676,7.389235086,5.65103705,7.427818757,4.199761,7.49914,
高雄市小港區桂田街２６７號六樓之１,495,35.07,華廈(10層含以下有電梯),29,2,1,3,2,2,1,1,1.833765214,5.498611167,7.924862311,5.328776,4.546956884,1.8846,7.154408,1.4715,1.614807935,0.881816,1.480413673,1.3349,5.7102,4.216492554,1.31196302,4.194636949,5.5443,2.15215856,9.005472589,1.104210711,0.963528,12.67003,
高雄市鳳山區凱旋路３３６巷１５之４號,1025,72.38,華廈(10層含以下有電梯),33,1,1,3,2,3,1,1,0.831458451,2.073829366,4.436781389,1.501797,1.36236886,1.0768,3.606532,1.3027,1.640331553,0.64717,0.791157254,0.433,2.138,1.328128803,2.536125505,3.710440455,4.8611,3.67262721,5.177238154,4.597983792,2.047844,8.901517,
高雄市鼓山區九如四路１９９１巷１弄２號三樓之３,280,19.75,住宅大樓(11層含以上有電梯),39,1,0,1,2,1,1,1,1.656238242,0.310525959,1.189001764,3.665917,6.735045222,1.8075,1.155789,0.7306,0.536643805,0.345768,1.608735261,1.0067,6.4383,6.54979704,6.587104903,11.8415157,7.618,5.385680744,4.880348006,12.27719172,2.24968,3.252105,
高雄市三民區民禮路１０號二樓,450,31.71,公寓(5樓含以下無電梯),38,1,0,3,2,2,0,0,1.712079659,0.448815013,2.958301046,1.096198,1.26552324,1.4144,2.240538,1.2679,0.589338396,0.4778,0.678264783,0.6298,1.6937,2.824112321,5.041170662,5.039003303,5.9243,2.246578098,2.719885492,7.116463715,1.054302,6.559619,
高雄市前鎮區中華五路９７１號十二樓之３,600,42.27,住宅大樓(11層含以上有電梯),27,3,0,3,2,2,1,1,0.716280469,4.212003357,4.007456707,2.617282,4.332229122,0.5474,3.284402,1.4119,1.029040376,0.269974,0.803746617,0.4192,3.9137,3.176235576,2.614028205,7.885077451,0.4318,6.89748697,7.043792369,5.31318101,2.817968,9.573565,
高雄市楠梓區海專路２３５巷３７號五樓之１,290,20.42,公寓(5樓含以下無電梯),40,1,0,3,2,1,0,0,1.00459402,1.187963304,7.969904741,10.28538,10.79171466,0.402,3.622103,1.6084,1.155888179,1.15123,0.759156651,0.3491,1.8086,2.809927355,5.013991176,9.021608533,13.689,2.64149205,4.127344748,17.04482932,2.02348,4.053723,
